candidate
sonny callahan
kenneth t. bosley
colin felix harby
benjamin l. cardin
albert russell wynn
john b. kimble
robert b. ostrom
steny h. hoyer
roscoe g. bartlett
timothy d. mccown
kenneth kondner
elijah e. cummings
constance a. morella
ralph g. neas
gregory l. morgan
john w. olver
richard e. neal
george phillies
james p. mcgovern
matthew j. amorello
barney frank
martin t. meehan
david e. coleman
peter g. torkildsen
randal c. fritz
john f. tierney
patricia h. long
edward j. markey
michael e. capuano
andrea morell
anthony a. schinella
philip hyde iii
john joseph moakley
eric v. bleicken
william d. delahunt
john w. loosemore
wendy conway
michelle a. mcmanus
bart stupak
tom russell
bob shrauger
bruce a. smith
peter hoekstra
lucille wiggins
"john ferguson, jr."
vernon j. ehlers
erwin j. haas
dan marsh
dave camp
stuart j. goldberg
brian d. ellison
donald w. brewster
james a. barcia
clint foster
fred upton
"glenn douglas whitt, jr."
ken asmus
clarence j. annen
lynnea ellison
kenneth l. proctor
nick smith
jim berryman
ben steele iii
susan grimes munsell
debbie stabenow
patricia r. allen
john mangopoulos
tom mcmillin
malcolm johnson
dale e. kildee
r. friend
brian palmer
david e. bonior
henry ogden clark
joe knollenberg
dick gach
travis m. reeds
fred d. rosenberg
sander m. levin
albert j. titran
leslie a. touma
dean a. huytra
lynn n. rivers
samir roger makarem
tom hickey
michael freyman
"john conyers, jr."
richard r. miller
vendella m. collins
carolyn c. kilpatrick
gregory f. smith
linda s. willey
holly harkness
crysanthea d. boyd-fields
john d. dingell
william morse
noha f. hamze
edward a. hlavac
tracy l. beckman
gil gutknecht
david minge
stan bentz
craig duehring
derek w. schramm
jim ramstad
stan j. leino
dennis r. newinksi
dan r. vacek
heather wood
michael a. neitzel
carol simmons schulstad
bruce f. vento
frank taylor
martin olav sabo
kevin houston
michael pennock
jason kassel
bill luther
john kline
eric m. johnson
aleta edin
collin c. peterson
james l. oberstar
stan (the man) estes
jerry shuster
larry fuhol
"john """"andy"""" rouse"
roger f. wicker
rex weathers
will chipman
bennie g. thompson
charles t. scarborough
"charles w. """"chip"""" pickering"
ronnie shows
bill fausek
delbert hosemann
vince thornton
kenneth welch
gene taylor
robert claunch
philip mayeux
ray coffey
randy mcdonnell
william (bill) clay
richard e. illyes
"richmond a. soluade, sr."
brian k. lundy
james m. talent
john ross
richard a. gephardt
joseph c. keller
william j. federer
michael h. crist
ike skelton
edwin w. (ed) hoag
cecilia d. noland
elizabeth ann dulaney
grant s. stauffer
penny d. bennett
karen mccarthy
jeff bailey
karl h. wetzel
pat danner
marc perkel
roy blunt
mike harman
john hendricks
anthony j. (tony) heckemeyer
jo anna emerson
kenny c. hulshof
linda vogt
robert hoffman
rick hill
webb sullivan
mike fellows
dusty deschamps
doug bereuter
don eret
lee terry
michael scott
jerry hickman
bill barrett
shelley berkley
don chairez
jim burns
jess howe
cristopher horne
robert w. winquist
louis r. tomburello
jim gibbons
john e. sununu
peter flood
charles f. bass
paula werme
mary rauh
ronald l. richards
joesph w. stockman
james e. barber
"edward """"rob"""" forchion"
robert e. andrews
"david e. west, jr."
mary a. whittam
frank a. lobiondo
glenn campbell
derek hunsberger
steven j. polansky
ken feduniewicz
james pircher
jim saxton
janice presser
norman e. wahner
nick mellis
larry schneider
keith quarles
morgan strong
christopher h. smith
thomas w. wright
marge roukema
helen hamilton
william weightman
mike scheider
carl j. mayer
michael ferguson
"frank pallone, jr."
leonard p. marshall
steve nagle
bob franks
darren young
maryanne s. connelly
richard c. martin
matthew j. kirnan
bernard george
thomas paine caslander
jeffrey levine
jose l. aravena
stephen spinosa
"bill pascrell, jr."
"michael perrone, jr."
steven r. rothman
steve lonegan
michael w. koontz
kenneth ebel
richard j. pezzullo
maurice williams
william stanley wnuck
donald m. payne
rodney p. frelinghuysen
john p. scollo
stephen a. bauer
agnes a. james
austin s. lett
beverly kidder
joseph a. siano
michael pappas
madelyn r. hoffman
mary jo christian
rush holt
susan anmuth
"richard s. hester, sr."
robert menendez
theresa de leon
richard g. rivera
phillip j. maloof
heather wilson
robert l. anderson
joe skeen
e. shirley baca
carol miller
tom udall
bill redmond
michael p. forbes
michael p. forbes
michael p. forbes
michael p. forbes
william g. holst
william g. holst
denis k. quinn
kenneth j. herman
john c. bace
rick lazio
rick lazio
thomas r. di lavore
peter t. king
kevin n. langberg
peter t. king
peter t. king
carolyn mccarthy
carolyn mccarthy
gregory r. becker
patricia m. maher
gregory r. becker
gregory r. becker
gary l. ackerman
anne t. robinson
david c. pinzon
gary l. ackerman
gary l. ackerman
david c. pinzon
gregory w. meeks
gregory w. meeks
gregory w. meeks
james j. dillon
joseph crowley
richard retcho
jerrold nadler
jerrold nadler
theodore howard
louis telano
anthony weiner
melinda katz
anthony weiner
arthur j. smith
edolphus towns
ernestine m. brown
ernest johnson
edolphus towns
phyllis taliaferro
david greene
david greene
major r. owens
major r. owens
rosemarie markgraf
"hector cortes, jr."
angel diaz
hector henry
nydia m. velazquez
vito fossella
eugene v. prisco
vito fossella
eugene v. prisco
anita lerman
vito fossella
carolyn b. maloney
carolyn b. maloney
stephanie e. kupferman
carolyn b. maloney
charles b. rangel
patrick mcmanus
david e. cunningham
charles b. rangel
"thomas w. bayley, jr."
jose e. serrano
owen camp
jose e. serrano
peter fiumefreddo
eliot l. engel
eliot l. engel
peter fiumefreddo
peter fiumefreddo
marion m. conner
daniel mcmahon
giulio a. cavallo
nita m. lowey
sue w. kelly
dick collins
sue w. kelly
joseph j. dio guardi
charles c. williams
paul j. feiner
paul j. feiner
paul j. feiner
benjamin a. gilman
christine m. tighe
michael r. mcnulty
michael r. mcnulty
lauren ayers
michael r. mcnulty
francis a. giroux
john e. sweeny
john e. sweeny
john e. sweeny
jean p. bordewich
sherwood l. boehlert
david vickers
david vickers
neil p. tallon
john m. mchugh
john m. mchugh
yvonne rothenberg
james t. walsh
james t. walsh
yvonne rothenberg
maurice d. hinchey
maurice d. hinchey
william h. bud walker
maurice d. hinchey
randall terry
william h. bud walker
bill cook
thomas m. reynolds
bill cook
bill cook
thomas m. reynolds
paul britton
louise mcintosh slaughter
richard a. kaplan
gerald d. crawford
richard a. kaplan
john j. lafalce
chris collins
john j. lafalce
david e. denzel
chris collins
john j. lafalce
jack quinn
jack quinn
crystal d. peoples
jack quinn
"james r. pierce, sr."
amo houghton
caleb rossiter
amo houghton
ted tyler
jack schwartz
eva m. clayton
dan page
mark jackson
bob etheridge
jon williams
chris nubel
walter b. jones
david e. price
tom roberg
gary goodson
mike robinson
richard burr
gene paczelt
howard coble
jeffrey d. bentley
mike mcintyre
paul meadows
"robert c. """"robin"""" hayes"
bob burns
mike taylor
alvin jeffrey taylor
sue wilkins myrick
rory blake
deborah garrett eddins
cass ballenger
chris heckert
david young
charles h. taylor
melvin l. watt
michael g. smith
"john """"scott"""" keadle"
kenneth r. loughead
earl pomeroy
kevin cramer
steve chabot
roxanne qualls
rob portman
charles w. sanders
tony p. hall
john s. shondel
michael g. oxley
paul mcclain
susan davenport
paul e. gillmor
nancy p. hollister
ted strickland
james a. schrader
david l. hobson
"donald e. minor, jr."
john a. boehner
john w. griffin
marcy kaptur
edward s. emery
dennis j. kucinich
joe slovenec
jean murrell capers
stephanie tubbs jones
james d. hereford
john r. kasich
edward s. brown
sherrod brown
grace l. drake
thomas c. sawyer
tom watkins
adam clay miller
deborah pryce
kevin nestor
peter d. ferguson
ralph regula
paul h. alberty
"james a. traficant, jr."
robert l. burch
robert w. ney
elizabeth kelley
steven c. latourette
steve largent
howard plowman
albert jones
kent pharaoh
tom a. coburn
walt roberts
wes watkins
ben odom
"j. c. watts, jr."
m. c. smothermon
"ernest j. istook, jr."
frank d. lucas
paul m. barby
"ralph b. finkle, jr."
michael de paulo
david wu
molly bordonaro
john f. hryciuk
kevin m. campbell
rohn (grandpa) webb
greg walden
lindsey bradshaw
earl blumenauer
bruce alexander knight
walter f. (walt) brown
steve j. webb
peter a. defazio
karl g. sorg
jim burns
darlene hooley
michael donnelly
blaine thallheimer
marylin shannon
ed dover
nancy cole
william m. harrison
robert a. brady
john featherman
chaka fattah
anne marie mulligan
charles f. dougherty
robert a. borski
ron klink
mike turzai
john e. peterson
william m. belitskus
john meckley
tim holden
curt weldon
martin j. d'urso
carolyn boyce
scott wolfertz
bill tuthill
james c. greenwood
james r. blair
bud shuster
patrick casey
thomas j. mclaughlin
don sherwood
paul e. kanjorski
stephen a. urban
john p. murtha
timothy e. holloway
jon d. fox
joseph m. hoeffel
thomas patrick burke
dorothy l. kolis
bill ravotti
william j. coyne
pat toomey
roy c. afflerbach
robert s. yorczyk
joseph r. pitts
george w. gekas
dick walker
michael f. doyle
linda g. ropp
william f. goodling
gary m. shoemaker
frank mascara
phil english
larry klemens
ronald g. santa
james c. sheehan
patrick j. kennedy
charles picerno
timothy l. miller
john o. matson
robert a. weygand
joe innella
"marshall """"mark"""" sanford"
floyd spence
jane srederick
maurice t. raiford
lindsey o. graham
c. faye walters
glenn reese
jim demint
peter j. ashy
peter j. ashy
dianne nevins
mike burkhold
"john m. spratt, jr."
james e. clyburn
gary mcleod
george c. taylor
john r. thune
jeff moser
kay c. white
william l. jenkins
john j. duncan
robert o. watson
george njezic
greg samples
zach wamp
"james m. lewis, jr."
richard m. (dick) sims
jerry w. cooper
van hilleary
bob clement
gary i. worden
al borgman
william m. lancaster
bart gordon
walt masey
ed bryant
john s. tanner
"harold e. ford, jr."
claude burdikoff
greg voehringer
gwendolyn l. moore
johnny kelly
max sandlin
dennis boerner
brian babin
wendell drye
jim turner
ken ashby
sam johnson
jim simon
jim lohmeyer
ralph m. hall
michael d. needleman
victor m. morales
pete sessions
joe barton
richard a. bandlow
ben b. boothe
bill archer
drew parks
kevin brady
don l. richards
tom cottar
nick lampson
lloyd doggett
vincent j. may
chet edwards
vince hanke
kay granger
tom hall
paul barthel
georgeanne baker payne
mark harmon
"william m. """"mac"""" thornberry"
loy sneary
ron paul
ruben hinojosa
tom haughey
silvestre reyes
lorenzo morales
stu nance
rudy izzard
gordon mobley
charles w. stenholm
james galvan
sheila jackson-lee
larry combest
sidney blankenship
james walker
charlie gonzalez
alejandro (alex) depena
jeffrey charles blunt
lamar s. smith
hill kemp
tom delay
steve grupe
henry bonilla
charlie urbina jones
william a. (bill) stallknecht
martin frost
shawn terry
david a. stover
george arias
ken bentsen
john m. sanchez
eric atkisson
richard k. armey
joe turner
erol a. stone
mark g. pretz
solomon p. ortiz
edward elmer
ciro d. rodriguez
james p. chudleigh
gene green
lea sherman
barbara l. robinson
carrie kelleher
eddie bernice johnson
gerard a. arthus
steve beierlein
james v. hansen
robert c. lesh
ken larsen
arly h. pedersen
lily eskelsen
merrill cook
brian e. swim
kitty k. burton
will christensen
chris cannon
mark candon
pete diamondstone
bernard sanders
matthew mulligan
robert maynard
josh billings
bradford l. philips
herbert h. bateman
owen b. pickett
robert c. scott
"robert s. """"bob"""" barnett"
norman sisisky
"virgil h. goode, jr."
bob goodlatte
david a. bowers
bradley e. evans
tom bliley
demaris h. miller
james p. moran
"j. a. """"joe"""" barta"
rick boucher
robert a. buchanan
cornell w. brooks
frank r. wolf
thomas m. davis
"c. w. """"levi"""" levy"
jay inslee
bruce craswell
rick white
jack metcalf
grethe cammermeyer
don benton
brian baird
doc hastings
peggy s. mckerlie
gordon allen pross
"george r. nethercutt, jr."
john beal
brad lyons
bob lawrence
norman d. dicks
jeff powers
jim mcdermott
stan lippmann
heidi behrens-benedict
jennifer dunn
adam smith
ron taber
richard kerr
alan b. mollohan
john brown
"robert e. wise, jr."
sally anne kay
nick j. rahall ii
joe whelan
paul ryan
lydia carol spottswood
tammy baldwin
josephine w. musser
troy a. brechler
ron kind
tom reynolds
gerald d. kleczka
jack melvin
thomas m. barrett
timothy j. farness
thomas e. petri
david r. obey
scott west
jay w. johnson
mark green
"f. james sensenbrenner, jr."
jeffrey m. gonyo
barbara cubin
steve richardson
scott farris
sonny callahan
dick coffee
terry everett
wallace b. mcgahan
charles woods
bob riley
john sophocleus
marsha folsom
robert b. aderholt
craig goodrich
"robert e. (bud) cramer, jr."
alan barksdale
spencer bachus
terry reagin
ed martin
earl f. hilliard
ken hager
anna c. young
"leonard j. """"len"""" karpinski"
don young
jim dore
clifford mark greene
david mendoza
jon burroughs
jeff flake
bill barenholtz
geoffrey weber
barbara shelor
ed pastor
gene scharer
bob stump
edward r. carlson
ernest hancock
ben jankowski
john b. shadegg
jim kolbe
michael jay green
aage nost
george cunningham
richard duncan
j. d. hayworth
larry nelson
susan myshka
marion berry
vic snyder
bob thomas
asa hutchinson
mike ross
jay dickey
emil p. rossi
mike thompson
"russel j. """"jim"""" chase"
pamela elizondo
cheryl kreier
wally herger
charles r. martin
stan morgan
john mcdermott
douglas arthur tuma
bob kent
doug ose
channing e. jones
mark a. norberg
robert e. ray
john t. doolittle
william fritz frey
robert t. matsui
ken adams
charles kersey
cullene lang
kenneth j. payne
alan barreca
richard o. barton
"justin """"justo"""" moscoso"
ken mcauliffe
lynn c. woolsey
martin sproul
george miller
christopher a. hoffman
david l. smithstein
erik bauman
nancy pelosi
adam sparks
fred e. foldvary
ellen jefferds
barbara lee
arneze washington
ellen o. tauscher
"claude b. hutchison, jr."
valerie irene janlois
jon a. kurey
richard w. pombo
tom y. santos
kathryn a. russow
tom lantos
rifkin young
mike garza
barbara j. less
fortney pete stark
don j. grundmann
"james r. """"jim"""" goetz"
tim robert hoehner
howard mora
joseph w. dehn iii
anna g. eshoo
bill quraishi
john black
jim cunneen
douglas c. gorney
ed leo wimmers
mike honda
"horace """"gene"""" thayn"
zoe lofgren
dennis michael umphress
edward j. klein
lawrence bruce fenton
rick s. garrett
clint engler
scott r. hartley
e. craig coffin
sam farr
gary a. condit
steve r. wilson
page roth riskin
robert l. miller
elizabeth taylor
edmon v. kaiser
daniel j. rosenberg
george radanovich
calvin m. dooley
arnold kriegbaum
rich rodriguez
walter kenneth ruehlig
william m. thomas
"pedro """"pete"""" martinez, jr."
james rs manion
joe furcinite
j. carlos aguirre
mike stoker
richard porter
lois capps
stephen p. hospodar
michael case
elton gallegly
roger peebles
cary bruce savitch
brad sherman
jerry doyle
michael cuddehe
juan carlos ros
mews small
bruce r. acker
sid gold
"howard p. """"buck"""" mckeon"
bill farley
david l. cossak
howard l. berman
ted brown
adam b. schiff
james e. rogan
miriam r. hospodar
randall g. weissbuch
david dreier
janice m. nelson
lawrence allison
"joe """"jay"""" haytas"
henry a. waxman
jack anderson
bruce joseph currivan
jim scileppi
tony goss
xavier becerra
gary d. hearne
jason e. heath
michael mcguire
richard d. griffin
krista lieberg-wong
hilda l. solis
bob weber
kathy williamson
julian c. dixon
rashied jibri
wayne miller
lucille roybal-allard
nathan thomas craddock
charles william harpur
robert arthur canales
grace f. napolitano
julia f. simon
rick joseph dunstan
maxine waters
carl mcgill
gordon michael mego
matt ornati
john r. konopka
jane harman
daniel r. sherman
steven t. kuykendall
margaret glazer
juanita millender-mcdonald
herb peters
vernon van
gerrie schipske
stephen horn
karen blasdell-wilkinson
jack neglia
keith d. gann
edward r. royce
gill g. kanel
ron jevning
marion j. lindberg
frank n. schmit
jerry lewis
david f. kramer
rodolfo g. favila
gary g. miller
joe baca
gwyn e. hartley
elia pirozzi
john s. ballard
ken calvert
nathaniel e. adam
bill reed
ron oden
gene smith
mary bono
jim meuer
dana rohrabacher
don f. hull
constance betton
ted crisell
gloria matta tuchman
loretta sanchez
larry g. engwall
richard b. boddie
david f. nolan
christopher cox
jane e. adam
john l. graham
darrell issa
eddie rose
sharon k. miles
joe michael cobb
peter kouvelis
tahir i. bhatti
susan a. davis
doris ball
brian p. bilbray
bob filner
david a. willoughby
bob divine
leeann s. kendall
"george """"jorge"""" barraza"
"randy """"duke"""" cunningham"
eric bourdette
daniel l. muhe
michael benoit
robert a. sherman
craig barkacs
duncan hunter
jesse l. thomas
lyle nasser
diana degette
richard combs
ronald n. forthofer
david m. baker
mark udall
carolyn cox
victor a. good
scott mcinnis
drew sakson
curtis imrie
dan sewell ward
kordon l. baker
bob schaffer
leslie j. hanks
joel hefley
kerry kantor
randy mackenzie
thomas g. tancredo
adam d. katz
john heckman
kenneth a. toltz
john b. larson
bob backlund
rob simmons
rob simmons
sam gejdenson
gail dalby
rosa l. delauro
june m. gold
christopher shays
daniel gislao
stephanie sanchez
frank m. don
joseph a. zdonczyk
mark nielsen
james h. maloney
audrey a. cole
timothy a. knibbs
nancy l. johnson
paul valenti
micheal c. miller
brad c. thomas
michael n. castle
james p. webster
joe scarborough
doug dodd
allen boyd
corrine brown
jennifer s. carroll
deborah katz pueschel
tom sullivan
ander crenshaw
karen l. thurman
pete enwall
cliff stearns
dan vaughen
john l. mica
ric keller
linda w. chapin
jon duffey
michael bilirakis
josette green
c. w. bill young
randy heine
jim davis
charlie westlake
adam h. putnam
mike stedem
daniel e. dunn
dan miller
sam farling
porter j. goss
patsy ann kurth
gerry l newby
dave weldon
jean elliott brown
john mcguire
mark foley
carrie p. meek
ileana ros-lehtinen
morris kent thompson
robert wexler
peter deutsch
lincoln diaz-balart
elaine bloom
"e. clay shaw, jr."
bill lambert
alcee l. hastings
joyce marie griggs
jack kingston
"sanford d. bishop, jr."
dylan glenn
gail notti
mac collins
sunny warren
cynthia a. mckinney
hank schwab
john lewis
brett dehart
johnny isakson
bob barr
roger kahn
saxby chambliss
jim marshall
nathan deal
james harrington
denise freeman
charlie norwood
john linder
phil meyers
neil abercrombie
jerry murphy
lawrence g. k. duquesne
patsy t. mink
russ francis
ronald g. wittig
"c. l. """"butch"""" otter"
linda pall
kevin philip hambsch
craig williams
donovan bramwell
michael k. simpson
bobby l. rush
raymond g. wardingley
"jesse l. jackson, jr."
robert gordon iii
william o. lipinski
karl groth
luis v. gutierrez
stephanie sailor
rod r. blagojevich
matt beauchamp
brent christensen
henry j. hyde
danny k. davis
robert dallas
philip m. crane
lance pressl
dennis j. driscoll
janice d. schakowsky
mark steven kirk
lauren beth gash
jerry weller
james p. stevenson
jerry f. costello
judy biggert
thomas mason
vern deljonson
j. dennis hastert
tim johnson
"f. michael """"mike"""" kelleher, jr."
charles w. hendrickson
donald a. manzullo
mark baker
lane evans
ray lahood
joyce harant
"james """"jim"""" eatherly"
david d. phelps
john shimkus
jeffrey s. cooper
peter j. visclosky
jack reynolds
christopher nelson
william g. (bill) frazier
mike pence
michael e. anderson
robert w. rock
scott c. baker
tim roemer
chris chocola
mark e. souder
michael donlan
michael (mike) dewayne foster
steve buyer
greg goodnight
scott benson
dan burton
joe hauptmann
darin patrick griesey
michael douglas graf
brian d. kerns
bob thayer
john n. hostettler
paul e. perry
thomas tindle
sara chambers
michael e. bailey
baron p. hill
julia carson
marvin b. scott
na'ilah ali
james a. leach
bob simpson
russ madden
albert w. schoeman
jim nussle
donna l. smith
joe seehusen
jay marcus
jim hennager
sue atkinson
leonard l. boswell
greg ganske
michael l. huston
edwin b. fruit
steve zimmerman
tom latham
ray holtorf
mike palecek
ben l. olson
jerry moran
jack warner
dennis hawver
jim ryun
stanley wiles
phill kline
dennis moore
chris mina
todd tiahrt
carlos nolla
steven a. rosile
brian s. roy
ed whitfield
michael a. kirkman
ron lewis
brian pedigo
anne m. northup
donna walker mancini
eleanor jordan
ken lucas
alan handleman
ken sain
don bell
sidney jane bailey
harold rogers
scotty baesler
ernie fletcher
joseph novak
gatewood galbraith
michael a. armato
martin a. rosenthal
david vitter
cary j. deaton
"john paul """"jack"""" simanonok"
william j. jefferson
dion bourque
"edwin j. """"eddie"""" albares"
w. j. (billy) tauzin
anita w. rosenthal
jim mccrery
james ronald skains
phillip r. green
"michael """"mike"""" taylor"
"sam houston melton, jr."
john cooksey
roger beall
raymond a. ______chuck____ dumas
richard h. baker
kathy j. rogillio
michael s. wolf
michael p. harris
christopher john
thomas h. allen
jane a. amero
j. frederic staples
john e. baldacci
richard h. campbell
wayne t. gilchrest
bennett bozman
david m. gross
"robert l. ehrlich, jr."
kenneth t. bosley
benjamin l. cardin
joe pomykala
colin harby
john b. kimble
albert russell wynn
steny h. hoyer
"thomas e. """"tim"""" hutchins"
donald m. dearmon
tim mccown
roscoe g. bartlett
kenneth kondner
elijah e. cummings
constance a. morella
brian d. saunders
lih young
terry lierman
scott walker
john w. olver
peter j. abair
robert l. potvin
richard e. neal
james p. mcgovern
david j. euchner
barney frank
martin d. travis
martin t. meehan
john f. tierney
paul mccarthy
edward j. markey
michael e. capuano
janet e. jeghelian
john joseph moakley
david a. rosa
william d. delahunt
eric v. bleicken
chuck yob
bart stupak
john w. loosemore
wendy conway
ronald e. graeser
susan j. goldberg
peter hoekstra
bob shrauger
bruce a. smith
timothy w. steele
kenneth l. lowndes
jerry berta
vernon j. ehlers
erwin j. haas
tom grego
alan gamble
stuart j. goldberg
dave camp
lawrence d. hollenbeck
john emerick
richard whitelock
brian d. ellison
clint foster
james a. barcia
ronald g. actis
c. dennis james
william bradley
richard m. overton
james bupp
fred upton
gail anne petrosoff
jennie crittendon
perry spencer
steve cousino
nick smith
"robert broda, jr."
dianne byrum
bonnie bucqueroux
